X Y Z
431705.3524431874 5304013.49064215 1052.4887411621096
431705.34045969776 5304013.475024963 1052.4887411621096
431705.3298829365 5304013.458422773 1052.4887411621096
431705.3207933991 5304013.440961934 1052.4887411621096
431705.3132602625 5304013.422775334 1052.4887411621096
431705.3073408585 5304013.404001382 1052.4887411621096
431705.3030802372 5304013.384782962 1052.4887411621096
431705.3005108246 5304013.365266335 1052.4887411621096
431705.29965217545 5304013.345600037 1052.4887411621096
431705.3005108246 5304013.325933739 1052.4887411621096
431705.3030802372 5304013.306417112 1052.4887411621096
431705.3073408585 5304013.287198692 1052.4887411621096
431705.3132602625 5304013.26842474 1052.4887411621096
431705.3207933991 5304013.25023814 1052.4887411621096
431705.3298829365 5304013.232777301 1052.4887411621096
431705.34045969776 5304013.216175111 1052.4887411621096
431705.3524431874 5304013.200557924 1052.4887411621096
431705.365742204 5304013.186044593 1052.4887411621096
431705.3802555338 5304013.172745577 1052.4887411621096
431705.3958727217 5304013.160762087 1052.4887411621096
431705.41247491137 5304013.150185326 1052.4887411621096
431705.4299357502 5304013.141095789 1052.4887411621096
431705.4481223506 5304013.133562652 1052.4887411621096
431705.4668963017 5304013.127643248 1052.4887411621096
431705.4861147223 5304013.123382627 1052.4887411621096
431705.5056313485 5304013.120813214 1052.4887411621096
431705.5252976472 5304013.119954566 1052.4887411621096
431705.5449639459 5304013.120813214 1052.4887411621096
431705.5644805722 5304013.123382627 1052.4887411621096
431705.58369899273 5304013.127643248 1052.4887411621096
431705.60247294384 5304013.133562652 1052.4887411621096
431705.62065954425 5304013.141095789 1052.4887411621096
431705.6381203831 5304013.150185326 1052.4887411621096
431705.6547225728 5304013.160762087 1052.4887411621096
431705.6703397607 5304013.172745577 1052.4887411621096
431705.6848530904 5304013.186044593 1052.4887411621096
431705.698152107 5304013.200557924 1052.4887411621096
431705.7101355967 5304013.216175111 1052.4887411621096
431705.720712358 5304013.232777301 1052.4887411621096
