inv_index,x,y,predinstance,nn_dist_m,tile_name,note
42,416734.359666544,5346744.28547696,3375,0.004535314970035959,tile_128.laz,ok
43,416735.665460469,5346745.99338853,3378,0.005664757228243894,tile_128.laz,ok
44,416739.17463228,5346746.65375642,3380,0.005963950677935841,tile_128.laz,ok
45,416741.364568524,5346744.42893538,3379,0.00469093033524009,tile_128.laz,ok
46,416744.575059311,5346743.38897163,3567,0.005046578351276572,tile_128.laz,ok
47,416748.332330908,5346742.77791447,3570,0.003127709733139998,tile_128.laz,ok
48,416750.985122606,5346745.79288227,3571,0.005665373198123573,tile_128.laz,ok
49,416752.967953518,5346746.09019684,3759,0.002055926805755062,tile_128.laz,ok
50,416755.026782719,5346746.66236312,3762,0.003991896071900322,tile_128.laz,ok
51,416753.668487283,5346748.2387109,3758,0.0019874839615537784,tile_129.laz,ok
52,416753.989786504,5346741.01310443,3569,0.0031117631703735907,tile_128.laz,ok
53,416751.831412912,5346737.14622958,3572,0.004026461189911889,tile_128.laz,ok
54,416748.175762414,5346736.59545574,3381,0.006213488736082194,tile_128.laz,ok
55,416744.661277852,5346730.65449597,3217,0.004674040191025843,tile_128.laz,ok
56,416743.864881697,5346728.07690732,3222,0.005778895746255832,tile_128.laz,ok
57,416734.839298436,5346734.07101144,3216,0.0012309354693113034,tile_128.laz,ok
58,416727.42745235,5346734.14022782,3042,0.002557815985249023,tile_128.laz,ok
59,416725.901078912,5346733.97322564,3039,0.003401294907998008,tile_128.laz,ok
60,416723.896600968,5346736.46539441,3040,0.005724060877343433,tile_128.laz,ok
61,416723.814160261,5346734.22824853,3040,0.004513914066411563,tile_128.laz,ok
62,416724.30899237,5346732.48587641,3039,0.004244916063326165,tile_128.laz,ok
63,416725.182670804,5346731.0444987,2862,0.005231777204018016,tile_128.laz,ok
64,416749.868318334,5346725.96574781,3221,0.004572648947803858,tile_128.laz,ok
65,416673.393605264,5346644.86069575,1224,0.006432473612496311,tile_98.laz,ok
66,416674.318204182,5346643.37417817,1230,0.0045477541413782244,tile_98.laz,ok
67,416671.756078577,5346642.96143064,1107,0.004174241137678014,tile_98.laz,ok
68,416675.969704123,5346643.4150587,1230,0.005067345570602437,tile_98.laz,ok
69,416676.990170117,5346643.32484332,1230,0.0048463064446464905,tile_98.laz,ok
70,416679.210200103,5346643.07367698,1227,0.01682550897336819,tile_98.laz,ok
71,416674.891903091,5346640.2800069,1111,0.0019031034844168146,tile_98.laz,ok
72,416673.759321837,5346635.40801375,1109,0.009531098310363535,tile_98.laz,ok
73,416673.493968413,5346634.04267797,1109,0.006599360829694596,tile_98.laz,ok
74,416671.609977647,5346634.28724686,1112,0.0027532311460647893,tile_98.laz,ok
75,416670.491369541,5346635.62358862,1112,0.0038410719141829643,tile_98.laz,ok
76,416669.60377598,5346630.92865094,988,0.004009736560597817,tile_98.laz,ok
77,416669.952025062,5346629.52541319,984,0.005779575844018578,tile_98.laz,ok
78,416673.760419003,5346631.32330898,1109,0.03032828931262245,tile_98.laz,ok
79,416675.452407227,5346630.32836023,1109,0.007767821362065851,tile_98.laz,ok
80,416679.31661801,5346634.62934151,1114,0.00344549926934182,tile_98.laz,ok
81,416681.672549385,5346634.87910038,1115,0.0027034568692065677,tile_98.laz,ok
82,416682.335151639,5346633.03868247,1116,0.0050241904497478574,tile_98.laz,ok
83,416681.377210818,5346638.81093434,1235,0.01128447269122944,tile_98.laz,ok
84,416681.882175008,5346641.07569288,1231,0.006094221751110412,tile_98.laz,ok
85,416682.605206,5346684.31194338,1804,0.005556902000070496,tile_101.laz,ok
86,416804.418251479,5346688.8151049,3612,0.005198012438523257,tile_122.laz,ok
87,416799.4043,5346686.171,3613,0.004414748020208831,tile_122.laz,ok
88,416795.5757,5346682.424,3256,0.005872818577933965,tile_122.laz,ok
89,416794.5375,5346683.49,3256,0.007499999948777258,tile_122.laz,ok
90,416792.165433835,5346680.38792914,3256,0.009149924595884764,tile_122.laz,ok
91,416791.3853,5346683.556,3255,0.006171710067318337,tile_122.laz,ok
92,416792.3544,5346690.07,3410,0.004399999976158142,tile_122.laz,ok
93,416793.6884,5346693.879,3408,0.0018867963283693365,tile_122.laz,ok
94,416789.011911052,5346691.27891836,3408,0.0021959199759492326,tile_122.laz,ok
95,416788.8155,5346693.149,3408,0.004609772245566646,tile_122.laz,ok
96,416785.6527,5346693.881,3246,0.007368174885339292,tile_122.laz,ok
97,416783.2579,5346692.105,3246,0.005423098635687543,tile_122.laz,ok
