inv_index,x,y,predinstance,nn_dist_m,tile_name,note
360,416711.341,5346689.538,2267,0.002236068265926126,tile_101.laz,ok
361,416711.9585,5346685.177,2120,0.003354101578904582,tile_101.laz,ok
362,416711.2406,5346683.094,2119,0.004044749414837264,tile_101.laz,ok
363,416707.3592,5346685.454,2118,0.004079215336592652,tile_101.laz,ok
364,416695.2443,5346636.574,1373,0.005872818577933965,tile_98.laz,ok
365,416697.7202,5346636.318,1373,0.002009975445576146,tile_98.laz,ok
366,416692.4973,5346639.809,1374,0.011326517503300293,tile_98.laz,ok
367,416690.2329,5346636.178,1237,0.0035227826656934877,tile_98.laz,ok
368,416689.526,5346639.032,1238,0.014142135562815596,tile_98.laz,ok
369,416689.520031232,5346637.44858306,1370,0.013202065209986829,tile_98.laz,ok
370,416684.8411,5346639.668,1231,0.0022825427264761707,tile_98.laz,ok
371,416683.682229061,5346640.90662194,1234,0.0040472213356963814,tile_98.laz,ok
372,416686.7203,5346642.104,1371,0.004011233945839256,tile_98.laz,ok
373,416685.456,5346642.26047976,1234,0.004028668556338543,tile_98.laz,ok
374,416689.274631058,5346631.02598332,-1,0.00670516681944845,tile_98.laz,ok
375,416690.403327859,5346630.0144743,1237,0.005576199919742059,tile_98.laz,ok
376,416688.024996942,5346629.16246598,1243,0.00904389525849529,tile_98.laz,ok
377,416692.156402011,5346628.77111187,1240,0.010953748250143834,tile_98.laz,ok
378,416689.3173,5346627.785,1240,0.013648809450622237,tile_98.laz,ok
379,416688.0183,5346627.368,-1,0.008178630157620657,tile_98.laz,ok
380,416686.1283,5346629.044,1117,0.00434626251752669,tile_98.laz,ok
381,416684.501,5346627.18,1117,0.009000000020023435,tile_98.laz,ok
382,416681.437462517,5346624.38456927,998,0.013663136872458714,tile_98.laz,ok
383,416678.631160059,5346624.0507305,993,0.01450760319006294,tile_98.laz,ok
384,416677.3004,5346624.557,994,0.007011419473982066,tile_98.laz,ok
385,416676.264749042,5346625.84111569,991,0.004878336180542966,tile_98.laz,ok
386,416675.774998214,5346625.41394137,991,0.007856516806561896,tile_98.laz,ok
387,416676.7186,5346627.696,991,0.006161168772972976,tile_98.laz,ok
388,416669.6544,5346626.04,859,0.004399999976158142,tile_98.laz,ok
389,416669.6544,5346626.04,859,0.004399999976158142,tile_98.laz,ok
390,416670.164,5346623.374,858,0.014560219286809672,tile_98.laz,ok
391,416668.6506,5346623.004,858,0.004044749406202712,tile_98.laz,ok
392,416667.7807,5346618.569,861,0.0012206556815426498,tile_98.laz,ok
393,416664.1838,5346618.457,723,0.023482759636807505,tile_97.laz,ok
394,416673.2029,5346620.524,864,0.004940647485980157,tile_98.laz,ok
395,416676.6245,5346621.935,990,0.015337861604500975,tile_98.laz,ok
396,416680.461,5346620.972,996,0.002236068265926126,tile_98.laz,ok
397,416678.093,5346615.194,863,0.004999999760184439,tile_98.laz,ok
398,416680.6338,5346615.983,997,0.006887669954725163,tile_98.laz,ok
399,416676.2601,5346614.287,862,0.003001666695584323,tile_98.laz,ok
400,416684.1522,5346620.475,1001,0.0054626000064036204,tile_98.laz,ok
401,416682.8158,5346615.871,997,0.005885575600347834,tile_98.laz,ok
402,416684.5421,5346613.92,1000,0.002099999983329326,tile_98.laz,ok
403,416682.5937,5346612.451,997,0.006378871407317334,tile_98.laz,ok
404,416689.7904,5346613.464,1005,0.00401994997024357,tile_98.laz,ok
405,416693.6831,5346618.868,-1,0.0036891735527660274,tile_98.laz,ok
406,416691.806,5346620.428,1119,0.012649110744488313,tile_98.laz,ok
407,416691.8494,5346621.478,1119,0.010787029288868545,tile_98.laz,ok
408,416692.1137,5346625.479,1246,0.0038327536231925626,tile_98.laz,ok
409,416759.841305701,5346651.30520788,-1,0.00536906633471843,tile_121.laz,ok
410,416760.212499792,5346653.33888388,2435,0.0027376421079007346,tile_121.laz,ok
411,416761.2022,5346653.85,2435,0.0021999999880792684,tile_121.laz,ok
412,416762.1715,5346649.579,2436,0.001802775739503148,tile_121.laz,ok
413,416761.769189378,5346648.06397061,2587,0.004052510855623969,tile_121.laz,ok
414,416758.9719,5346645.277,2293,0.0035510565823404635,tile_118.laz,ok
415,416756.282,5346647.619,2292,0.0022360680316448104,tile_121.laz,ok
416,416754.0812,5346645.289,2147,0.001562050039185636,tile_118.laz,ok
417,416752.2226,5346638.12,-1,0.0025999999488703907,tile_118.laz,ok
418,416750.1508,5346637.858,2144,0.0021540662197264905,tile_118.laz,ok
419,416752.700044769,5346632.6572521,-1,0.002748264517992185,tile_118.laz,ok
420,416753.2647,5346629.221,1993,0.004805205535422488,tile_118.laz,ok
421,416758.9633,5346628.435,2151,0.005990826217175367,tile_118.laz,ok
422,416756.7618,5346635.193,2150,0.0034985707440586345,tile_118.laz,ok
423,416757.8892,5346639.375,2146,0.005063595456117092,tile_118.laz,ok
424,416762.1672,5346640.296,2297,0.0048826219965812994,tile_118.laz,ok
425,416768.5208,5346648.363,2443,0.003104834509303055,tile_122.laz,ok
426,416768.9975,5346646.629,2443,0.0026925824666047104,tile_119.laz,ok
427,416765.3769,5346637.203,2297,0.0043139306384804895,tile_119.laz,ok
428,416764.8398,5346634.107,2296,0.0030066597669556753,tile_118.laz,ok
429,416756.213622567,5346676.14938879,2580,0.0036737677604198687,tile_121.laz,ok
430,416767.1347,5346622.876,2154,0.006171709463710809,tile_119.laz,ok
431,416771.5129,5346617.91,2158,0.002899999963119626,tile_119.laz,ok
432,416774.5869,5346618.186,2158,0.01440867799895316,tile_119.laz,ok
433,416775.82033285,5346622.40906523,2308,0.009071338049475871,tile_119.laz,ok
434,416780.4687,5346622.028,2305,0.0023853723651672833,tile_119.laz,ok
435,416779.8273,5346619.633,2309,0.007502665529682787,tile_119.laz,ok
436,416777.525135742,5346617.31453436,2155,0.006649918702344853,tile_119.laz,ok
437,416790.6165,5346618.161,2312,0.003640054981611164,tile_119.laz,ok
438,416788.1945,5346617.406,2310,0.006020797091980363,tile_119.laz,ok
439,416788.424,5346616.876,2310,0.00721110239297606,tile_119.laz,ok
440,416789.7788,5346611.747,2315,0.0032310984973051076,tile_119.laz,ok
441,416789.6058,5346610.224,2315,0.0058000004280294535,tile_119.laz,ok
442,416791.6183,5346607.774,2314,0.00434626251752669,tile_119.laz,ok
443,416784.6243,5346612.15,2163,0.004300000029616058,tile_119.laz,ok
444,416783.1191,5346612.4,2163,0.0008999999845400453,tile_119.laz,ok
445,416778.1145,5346611.643,2164,0.005408327218509443,tile_119.laz,ok
446,416775.4136,5346609.283,2005,0.004686149521338721,tile_119.laz,ok
447,416771.2736,5346609.929,2002,0.003736308378824483,tile_119.laz,ok
448,416764.1195,5346612.239,1851,0.0011180341459786902,tile_118.laz,ok
449,416761.316395015,5346610.83792288,1851,0.004160569922170761,tile_118.laz,ok
450,416764.0246,5346608.013,-1,0.006177378344080163,tile_118.laz,ok
451,416767.049,5346607.812,1853,0.0022360674329259017,tile_119.laz,ok
452,416764.5531,5346605.859,1854,0.003257299574640256,tile_118.laz,ok
453,416763.2419,5346603.649,1854,0.002147091160050747,tile_118.laz,ok
454,416761.9693,5346597.434,-1,0.0040607887524170315,tile_118.laz,ok
455,416760.5556,5346598.513,1700,0.006352952331142356,tile_118.laz,ok
456,416758.1243,5346598.116,1704,0.00696347596844966,tile_118.laz,ok
457,416756.5021,5346597.351,1850,0.0023259403249361655,tile_118.laz,ok
458,416758.041,5346595.188,1546,0.01118033994476772,tile_20.laz,ok
459,416769.342637302,5346603.29633766,-1,0.008223262871276458,tile_119.laz,ok
460,416772.3676,5346605.254,2004,0.004664761278244077,tile_119.laz,ok
461,416775.8354,5346605.421,2008,0.00470744099605999,tile_119.laz,ok
462,416777.7705,5346602.547,2009,0.0070178346368717495,tile_119.laz,ok
463,416780.16,5346603.579,2014,0.0010000001639127749,tile_119.laz,ok
464,416780.8905,5346604.982,-1,0.002061552218973198,tile_119.laz,ok
465,416782.393497703,5346605.67035971,-1,0.0035161509903185936,tile_119.laz,ok
466,416783.9724,5346604.184,2166,0.008588364485675933,tile_119.laz,ok
467,416786.845529606,5346604.13430597,2169,0.0062069154945775425,tile_119.laz,ok
468,416790.7478,5346603.44,-1,0.002199999988079071,tile_119.laz,ok
469,416785.4219,5346598.482,2011,0.002758622429357584,tile_119.laz,ok
470,416784.3209,5346599.775,2011,0.00508035420562238,tile_119.laz,ok
471,416781.2091,5346600.703,2014,0.007057620215191636,tile_119.laz,ok
472,416781.482106352,5346602.49141782,2010,0.008836885120128021,tile_119.laz,ok
473,416779.4209,5346598.763,2010,0.009581753615175178,tile_119.laz,ok
474,416777.561377133,5346599.94378164,2009,0.011989159964741323,tile_119.laz,ok
475,416772.848984324,5346601.08801581,2007,0.0022290375708256854,tile_119.laz,ok
476,416773.6038,5346598.385,1858,0.006280127266594717,tile_119.laz,ok
477,416770.7436,5346597.515,1858,0.006161169383281698,tile_119.laz,ok
478,416769.3551,5346593.008,-1,0.005478138104159019,tile_22.laz,ok
479,416769.3551,5346593.008,-1,0.005478138104159019,tile_22.laz,ok
480,416767.6249,5346591.265,1703,0.007000714169390165,tile_22.laz,ok
481,416770.5648,5346589.054,1706,0.006248199560524343,tile_22.laz,ok
482,416773.2292,5346593.763,1860,0.0031048354091794688,tile_22.laz,ok
483,416774.4604,5346592.571,1859,0.001077033099054356,tile_22.laz,ok
484,416776.651978519,5346589.08762066,1711,0.02130663173021549,tile_22.laz,ok
485,416780.0026,5346591.47,1862,0.0026000000070780516,tile_22.laz,ok
486,416780.4208,5346593.838,1862,0.002154065376632982,tile_22.laz,ok
487,416783.0989,5346588.423,1863,0.007085900796748711,tile_22.laz,ok
488,416783.6289,5346585.384,1861,0.011798728654777154,tile_22.laz,ok
489,416785.351799504,5346588.40858646,1863,0.011883870990383981,tile_22.laz,ok
490,416785.4232,5346590.258,1863,0.003773592163138724,tile_22.laz,ok
491,416787.8164,5346589.414,2018,0.005381449411494703,tile_22.laz,ok
492,416790.6523,5346589.079,2020,0.012340583470019552,tile_22.laz,ok
493,416789.4168,5346586.952,2020,0.02064558014641709,tile_22.laz,ok
494,416789.7544,5346584.771,1865,0.005688584959066528,tile_22.laz,ok
495,416788.8137,5346593.147,2021,0.013516286730534155,tile_22.laz,ok
496,416788.6396,5346595.201,2011,0.001077033120672135,tile_22.laz,ok
497,416702.6332,5346634.96,1375,0.0031999999773688614,tile_98.laz,ok
498,416701.8421,5346632.905,1375,0.005423098635687543,tile_98.laz,ok
499,416700.4011,5346631.45,1377,0.00890000001527369,tile_98.laz,ok
500,416704.7905,5346632.038,1378,0.010688779199854509,tile_98.laz,ok
501,416703.11977269,5346629.01591382,1245,0.004092498216157779,tile_98.laz,ok
502,416701.9057,5346626.645,1245,0.006594695478211062,tile_98.laz,ok
503,416701.0032,5346625.689,1245,0.006873136166428607,tile_98.laz,ok
504,416703.9912,5346624.407,1249,0.0032310993403986254,tile_98.laz,ok
505,416706.2953,5346626.951,1380,0.010153324230816529,tile_98.laz,ok
506,416706.978180893,5346629.82584357,1379,0.0061201678902092225,tile_98.laz,ok
507,416709.48332297,5346632.51135454,1521,0.003588440836743336,tile_98.laz,ok
508,416709.5165,5346634.792,1521,0.004031129029518773,tile_98.laz,ok
509,416713.8011,5346632.478,1520,0.0022825427264761707,tile_98.laz,ok
510,416714.6702,5346633.183,1523,0.0030066597669556753,tile_98.laz,ok
511,416709.9881,5346629.036,1379,0.004428317704860571,tile_98.laz,ok
512,416708.2016,5346626.262,1381,0.0025612499257120958,tile_98.laz,ok
513,416705.7595,5346622.429,1254,0.0011180341459786902,tile_98.laz,ok
514,416706.6508,5346618.406,1253,0.004079215336592652,tile_98.laz,ok
515,416699.2798,5346618.81,-1,0.01000200050789358,tile_98.laz,ok
516,416696.9242,5346621.013,1121,0.005161395466277234,tile_98.laz,ok
517,416693.9794,5346612.549,1003,0.00945304183673927,tile_98.laz,ok
518,416692.9445,5346611.562,1003,0.004924428638348132,tile_98.laz,ok
519,416692.3897,5346607.579,1004,0.00900499822514176,tile_98.laz,ok
520,416696.3137,5346606.074,1009,0.0054488528887187224,tile_98.laz,ok
521,416698.1031,5346605.982,1008,0.008579627375936115,tile_98.laz,ok
522,416698.6051,5346608.101,1007,0.005000999746477527,tile_98.laz,ok
523,416810.0146,5346736.722,4465,0.00501597459915344,tile_131.laz,ok
524,416808.7414,5346738.807,4468,0.0071386275325264256,tile_131.laz,ok
525,416807.641136279,5346735.62310667,4299,0.00330794882270092,tile_131.laz,ok
526,416809.5523,5346732.696,4302,0.004614108555467759,tile_131.laz,ok
527,416810.2572,5346727.356,4298,0.004882622792930395,tile_131.laz,ok
528,416808.315517894,5346730.70364141,4302,0.005774871397172053,tile_131.laz,ok
529,416808.9418,5346726.465,4298,0.005314131986609031,tile_131.laz,ok
530,416806.2484,5346727.512,4136,0.0025612499620741294,tile_131.laz,ok
531,416804.665432663,5346728.77741703,4136,0.005247123172387634,tile_131.laz,ok
532,416806.510544948,5346730.24407201,4301,0.004108312350247586,tile_131.laz,ok
533,416804.2099,5346737.279,4297,0.0010049877256840115,tile_131.laz,ok
534,416804.629959598,5346736.7432725,4299,0.003272749279374035,tile_131.laz,ok
535,416803.362980356,5346738.727,4293,0.007608056574557851,tile_131.laz,ok
536,416800.236,5346741.59,4296,0.005999999993946403,tile_131.laz,ok
537,416794.992,5346742.824,4291,0.0044721357248832675,tile_131.laz,ok
538,416794.4052,5346737.912,4126,0.00519999981714559,tile_131.laz,ok
539,416795.6189,5346737.672,4290,0.0022825427264761707,tile_131.laz,ok
540,416795.4035,5346736.099,4292,0.003640054981611164,tile_131.laz,ok
541,416796.166989498,5346735.42927834,4126,0.012798713994028729,tile_131.laz,ok
542,416791.1792,5346733.9,4124,0.0007999999797903001,tile_131.laz,ok
543,416787.37243866,5346744.89927859,4288,0.0025431269974225514,tile_131.laz,ok
544,416785.688786125,5346742.89582901,4121,0.004344036684616036,tile_131.laz,ok
545,416787.8481,5346739.204,3944,0.006293647650416351,tile_131.laz,ok
546,416784.8638,5346737.021,3944,0.003929376351251266,tile_131.laz,ok
547,416787.9482,5346732.281,4125,0.00205912613165427,tile_131.laz,ok
548,416791.1631,5346732.194,4125,0.005060632136884358,tile_131.laz,ok
549,416783.707,5346729.342,3945,0.003605551479006296,tile_131.laz,ok
550,416782.8449,5346728.508,3942,0.005292447220813784,tile_131.laz,ok
551,416785.5786,5346727.581,3943,0.0017204651554257448,tile_131.laz,ok
552,416800.940479584,5346732.7299336,4297,0.0004841588776750369,tile_131.laz,ok
553,416800.8346,5346727.439,4128,0.00470744093918084,tile_131.laz,ok
554,416799.0644,5346728.572,4128,0.004833218118004184,tile_131.laz,ok
555,416795.3173,5346727.604,4130,0.004825971182932853,tile_131.laz,ok
556,416795.251285619,5346724.85361175,3950,0.003833738031137452,tile_131.laz,ok
557,416790.911294282,5346725.45369368,3947,0.006437766028135403,tile_131.laz,ok
558,416787.1625,5346723.048,3778,0.003201561698080404,tile_131.laz,ok
559,416791.6588,5346722.011,3946,0.001562050083901997,tile_131.laz,ok
560,416784.7535,5346716.786,3779,0.005315072693383873,tile_131.laz,ok
561,416788.6567,5346715.167,3783,0.004459820358338217,tile_131.laz,ok
562,416787.7113,5346714.079,3779,0.0016401220494301758,tile_131.laz,ok
563,416782.1295,5346712.109,3595,0.0011180341459786902,tile_131.laz,ok
564,416785.8682,5346709.511,3599,0.0020591260807716217,tile_131.laz,ok
565,416787.4955,5346711.504,3599,0.006020797091980363,tile_131.laz,ok
566,416788.23159003,5346710.71419003,3599,0.004481578222400655,tile_131.laz,ok
567,416791.8306,5346712.923,3781,0.0030594121845183156,tile_131.laz,ok
568,416798.626,5346720.431,3951,0.004123105680280358,tile_131.laz,ok
569,416804.785994158,5346716.08702002,4138,0.006694042860811567,tile_131.laz,ok
570,416805.9796,5346719.386,4137,0.012006664816010452,tile_131.laz,ok
571,416804.0153,5346718.363,4134,0.005575840499182523,tile_131.laz,ok
572,416808.5758,5346716.673,4139,0.005161395466277234,tile_131.laz,ok
573,416808.10427951,5346714.30573432,4139,0.006042370310961027,tile_131.laz,ok
574,416806.7353,5346721.581,4135,0.004805205535422488,tile_131.laz,ok
575,416803.9539,5346709.239,3952,0.004026164478835754,tile_131.laz,ok
576,416803.4229,5346710.386,3952,0.004940647520146169,tile_131.laz,ok
577,416802.735386854,5346712.36458571,3953,0.006504601988725523,tile_131.laz,ok
578,416800.6407,5346710.434,-1,0.004060788742383178,tile_131.laz,ok
579,416799.2243,5346710.47,3953,0.004299999971408397,tile_131.laz,ok
580,416796.7768,5346708.006,3602,0.005122499196907498,tile_131.laz,ok
581,416792.0864,5346709.005,3782,0.0061611686614924405,tile_131.laz,ok
582,416790.4352,5346708.453,3602,0.005660388442148033,tile_131.laz,ok
583,416791.63433428,5346709.64087761,3782,0.0044222373230017875,tile_131.laz,ok
584,416785.1661,5346707.558,3599,0.00438292155920175,tile_131.laz,ok
585,416785.7333,5346708.431,3596,0.003448188016042475,tile_131.laz,ok
586,416781.1107,5346706.49,3600,0.0007000000332482159,tile_131.laz,ok
587,416785.0256,5346704.511,3598,0.004512205738909147,tile_131.laz,ok
588,416780.4629,5346702.835,3403,0.005780138291469051,tile_131.laz,ok
589,416784.5455,5346702.206,3601,0.006020797091980363,tile_131.laz,ok
590,416787.6208,5346700.834,3597,0.004079215336592652,tile_131.laz,ok
591,416793.3357,5346705.553,3785,0.00524309099721989,tile_131.laz,ok
592,416794.9865,5346701.156,-1,0.005315072693383873,tile_131.laz,ok
593,416793.902157302,5346699.00648504,3606,0.010176623206641238,tile_131.laz,ok
594,416796.5665,5346698.397,3606,0.0046097725423015,tile_131.laz,ok
595,416800.0859,5346700.862,3791,0.008989438594519113,tile_131.laz,ok
596,416798.950386642,5346702.90794048,-1,0.007949887268902391,tile_131.laz,ok
597,416801.489577842,5346704.5190691,3788,0.001022151384405917,tile_131.laz,ok
598,416802.620300491,5346697.63999393,3789,0.00030055228591612703,tile_131.laz,ok
599,416808.3551,5346702.09,3954,0.004899999999906868,tile_131.laz,ok
600,416805.9997,5346703.889,3955,0.0010440299199402894,tile_131.laz,ok
601,416807.4444,5346695.859,3794,0.004512205682148945,tile_122.laz,ok
602,416803.0061,5346695.975,3609,0.006341136197752934,tile_122.laz,ok
603,416762.016,5346621.68,1994,0.0040000000153668225,tile_118.laz,ok
604,416762.4043,5346619.717,1998,0.005243090416596578,tile_118.laz,ok
605,416758.1476,5346616.75,1844,0.010283967887835355,tile_118.laz,ok
606,416755.5616,5346618.058,1844,0.0025612499620741294,tile_118.laz,ok
607,416754.8989,5346623.573,1992,0.003195308667005192,tile_118.laz,ok
608,416752.4152,5346619.222,-1,0.005200000121616409,tile_118.laz,ok
609,416753.4754925,5346617.45772958,-1,0.005047015297810524,tile_118.laz,ok
610,416754.5129,5346615.591,1844,0.007170076776700142,tile_118.laz,ok
611,416751.6868,5346615.795,1846,0.005936328725531769,tile_118.laz,ok
612,416760.045343339,5346613.5895303,-1,0.00468028945598416,tile_118.laz,ok
613,416756.907,5346610.701,1849,0.015811388061552478,tile_118.laz,ok
614,416758.9982,5346606.647,1848,0.00349857157260875,tile_118.laz,ok
615,416758.3973,5346605.312,1701,0.008443340934934701,tile_118.laz,ok
616,416752.1967,5346606.569,1699,0.003448188016042475,tile_118.laz,ok
617,416750.1496,5346612.067,1697,0.0030265496800200293,tile_118.laz,ok
618,416757.0496,5346609.96,1849,0.014427750861025644,tile_118.laz,ok
619,416743.726020932,5346612.48419314,1696,0.005780605391519798,tile_118.laz,ok
620,416745.6168,5346619.974,1843,0.006800000035368344,tile_118.laz,ok
621,416744.788168278,5346627.80651726,1841,0.003935058592625049,tile_118.laz,ok
622,416735.123,5346625.306,1689,0.005000000540167107,tile_118.laz,ok
623,416735.790680957,5346624.32817656,1689,0.008204866179612443,tile_118.laz,ok
624,416739.4444,5346621.092,1692,0.004833218503388186,tile_118.laz,ok
625,416733.000833738,5346618.42689936,1534,0.009676483259048463,tile_118.laz,ok
626,416734.7289,5346616.678,1534,0.002282541910436527,tile_118.laz,ok
627,416737.1633,5346614.956,1535,0.005185556640960642,tile_118.laz,ok
628,416737.807,5346614.124,1535,0.006708203990809385,tile_118.laz,ok
629,416736.4923,5346613.946,1536,0.004614108555467759,tile_118.laz,ok
630,416732.9422,5346613.217,1528,0.0037202146860151196,tile_118.laz,ok
631,416728.8072,5346613.219,1531,0.0029732138202053023,tile_118.laz,ok
632,416729.9764,5346609.032,1394,0.00411825176013569,tile_118.laz,ok
633,416729.478152647,5346605.55793074,1393,0.00841115289174301,tile_118.laz,ok
634,416727.490509498,5346603.74864204,1532,0.0014503938922853625,tile_118.laz,ok
635,416728.3567,5346602.892,1532,0.003858756430935373,tile_118.laz,ok
636,416726.4371,5346602.329,1263,0.0030675724036318746,tile_118.laz,ok
637,416726.9594,5346598.032,1268,0.0020880607319257783,tile_118.laz,ok
638,416730.9942,5346598.109,1271,0.00431740669114025,tile_118.laz,ok
639,416731.6533,5346596.613,1398,0.013634148199817302,tile_20.laz,ok
640,416735.1761,5346601.396,1397,0.007156116314640364,tile_118.laz,ok
641,416737.140779763,5346601.27847976,1397,0.012526734818451988,tile_118.laz,ok
642,416737.488294069,5346600.03322017,1397,0.010712500902038005,tile_118.laz,ok
643,416740.0619,5346597.531,1401,0.011162884868583533,tile_118.laz,ok
644,416742.6966,5346595.481,1399,0.006675327614540976,tile_20.laz,ok
645,416740.3554,5346605.058,1539,0.005758472101012556,tile_118.laz,ok
646,416739.6619,5346605.295,1539,0.009518928433089501,tile_118.laz,ok
647,416745.0854,5346603.595,1537,0.006794115048037796,tile_118.laz,ok
648,416746.2257,5346605.652,1695,0.012747156634226603,tile_118.laz,ok
649,416746.8716,5346604.867,1537,0.0034000004422577055,tile_118.laz,ok
650,416747.991,5346600.362,1541,0.0022360674329259017,tile_118.laz,ok
651,416751.3321,5346599.418,1543,0.0029000002140147267,tile_118.laz,ok
652,416750.5315,5346594.426,1544,0.004272001598679568,tile_20.laz,ok
653,416758.1243,5346598.116,1704,0.00696347596844966,tile_118.laz,ok
654,416757.3469,5346600.027,1702,0.004313931286142163,tile_118.laz,ok
655,416753.695953127,5346598.52223338,1543,0.004622246778471803,tile_118.laz,ok
656,416724.3603,5346752.007,3212,0.0030149622503514374,tile_129.laz,ok
657,416727.7958,5346750.934,3372,0.007045566340954669,tile_129.laz,ok
658,416725.407034157,5346747.73384108,3370,0.004852846442510467,tile_129.laz,ok
659,416723.2567,5346744.124,3211,0.005185556640960642,tile_128.laz,ok
660,416725.358,5346744.437,3211,0.003605551672733104,tile_128.laz,ok
661,416727.3004,5346741.641,3213,0.001077033120672135,tile_128.laz,ok
662,416729.515893084,5346742.41588658,3213,0.005812657102114658,tile_128.laz,ok
663,416736.493410265,5346751.69458972,3561,0.005717992168632586,tile_129.laz,ok
664,416739.5002,5346754.684,3563,0.0040049975342076015,tile_129.laz,ok
665,416740.038606951,5346750.95661801,-1,0.015910916154175194,tile_129.laz,ok
666,416743.4499,5346753.502,3562,0.0020024987671038007,tile_129.laz,ok
667,416752.475357117,5346750.62977173,3758,0.0046484910899449085,tile_129.laz,ok
668,416748.2683,5346750.203,-1,0.0034481875585768073,tile_129.laz,ok
669,416748.5884,5346749.9,3755,0.0016000000177882612,tile_129.laz,ok
670,416809.2123,5346777.505,5130,0.013277424408939678,tile_130.laz,ok
671,416816.3741,5346772.811,4979,0.004220189406903064,tile_133.laz,ok
672,416817.4192,5346772.319,4979,0.011029052482256229,tile_133.laz,ok
673,416816.1416,5346766.405,4988,0.009775479513452066,tile_133.laz,ok
674,416810.52060667,5346769.58112356,4806,0.009460287270282298,tile_130.laz,ok
675,416809.8855,5346767.408,4982,0.004924429069784865,tile_130.laz,ok
676,416808.0239,5346768.914,4806,0.007156116282917866,tile_130.laz,ok
677,416805.77,5346769.858,4801,0.010198039100609823,tile_130.laz,ok
678,416802.9391,5346768.493,4801,0.0031320915271854277,tile_130.laz,ok
679,416801.1486,5346768.976,4800,0.0042379246416633844,tile_130.laz,ok
680,416800.9881,5346766.968,4800,0.0027586223892670826,tile_130.laz,ok
681,416799.972,5346768.983,4802,0.007280110091149316,tile_130.laz,ok
682,416798.0114,5346771.487,4795,0.003310589520559551,tile_130.laz,ok
683,416793.5896,5346772.064,4626,0.004019949976035449,tile_130.laz,ok
684,416791.382541712,5346772.06959886,4626,0.00257317186427658,tile_130.laz,ok
685,416791.9373,5346769.67,4623,0.0027000000118277967,tile_130.laz,ok
686,416792.6403,5346768.304,4624,0.004011233950192604,tile_130.laz,ok
687,416790.0918,5346765.17,4454,0.0017999999690800905,tile_130.laz,ok
688,416796.5831,5346764.553,4628,0.004313931244314017,tile_130.laz,ok
689,416799.312,5346761.442,4629,0.002828426682862855,tile_130.laz,ok
690,416804.2935,5346762.361,-1,0.0036400547257572466,tile_130.laz,ok
691,416804.7552,5346761.147,4809,0.005660388935748014,tile_130.laz,ok
692,416806.645053431,5346761.91897753,4809,0.005051137548542237,tile_130.laz,ok
693,416808.2559,5346760.624,4805,0.005728001218538983,tile_130.laz,ok
694,416808.9631,5346761.223,4807,0.004313931244314017,tile_130.laz,ok
695,416810.857800362,5346761.71736408,4812,0.003433144165303702,tile_130.laz,ok
696,416813.6106,5346763.616,4812,0.03086032995492859,tile_130.laz,ok
697,416810.8968,5346758.522,4812,0.003773592163138724,tile_130.laz,ok
698,416814.833335784,5346757.97584372,4811,0.005329363996912771,tile_130.laz,ok
699,416810.8968,5346758.522,4812,0.003773592163138724,tile_130.laz,ok
700,416811.319,5346752.879,4638,0.001414213670703672,tile_130.laz,ok
701,416811.8036,5346751.49,4638,0.006400000012945384,tile_130.laz,ok
702,416811.0342,5346750.98,4638,0.004199999966658652,tile_130.laz,ok
703,416809.4445,5346751.486,4642,0.006020797710717422,tile_130.laz,ok
704,416809.919149126,5346749.63575513,4638,0.00432930759713723,tile_130.laz,ok
705,416810.110635875,5346754.75368117,4638,0.003735685791195369,tile_130.laz,ok
706,416806.568431802,5346753.43092105,4635,0.012390424892235819,tile_130.laz,ok
707,416807.281560119,5346754.72685982,4637,0.009005127680597833,tile_130.laz,ok
708,416807.421019941,5346756.04961994,4637,0.001088450746484063,tile_130.laz,ok
709,416805.3006,5346755.457,4637,0.003059411282696857,tile_130.laz,ok
710,416803.8384,5346754.082,4630,0.0025612499620741294,tile_130.laz,ok
711,416803.2671,5346752.115,4632,0.005780138320672887,tile_130.laz,ok
712,416801.537277718,5346752.42064263,4632,0.002797104407594969,tile_130.laz,ok
713,416801.1631,5346751.52,4461,0.0030999999726192564,tile_130.laz,ok
714,416799.9261,5346756.37,4633,0.0039000000106170774,tile_130.laz,ok
715,416799.783687224,5346756.99352135,4633,0.0050985809523078195,tile_130.laz,ok
716,416796.6155,5346756.747,4627,0.005408326653472925,tile_130.laz,ok
717,416791.0147,5346757.048,4459,0.005107836870519809,tile_130.laz,ok
718,416790.957797017,5346753.51392274,4280,0.004499002472689384,tile_130.laz,ok
719,416794.368577245,5346750.70039317,4462,0.0014760807639826192,tile_130.laz,ok
720,416794.751631487,5346750.07548108,4287,0.004804413008697426,tile_130.laz,ok
721,416793.264995644,5346749.18589291,4462,0.006467198179957347,tile_130.laz,ok
722,416794.6039,5346747.649,4287,0.004026164422452096,tile_130.laz,ok
723,416808.288278648,5346743.62383061,4467,0.00419959815251696,tile_131.laz,ok
724,416811.0077,5346743.984,4644,0.004614108555467759,tile_131.laz,ok
725,416809.620360119,5346742.64261994,4467,0.0026445747127703738,tile_131.laz,ok
726,416811.017657226,5346742.16478777,4466,0.005714536574182797,tile_131.laz,ok
727,416700.5288,5346663.305,1822,0.0051419839575017725,tile_101.laz,ok
728,416706.9483,5346660.808,1824,0.002624881214061222,tile_101.laz,ok
