fold,epoch,train.mae_xy_radial,train.mae_dbh,train.rmse_x,train.rmse_y,train.rmse_dbh,train.loss,train.xy_loss_unweighted,train.xy_mean_euclidean_error,train.dbh_loss_unweighted,train.xy_loss_weighted,train.dbh_loss_weighted,train.total_loss,val.mae_xy_radial,val.mae_dbh,val.rmse_x,val.rmse_y,val.rmse_dbh,val.loss,val.xy_loss_unweighted,val.xy_mean_euclidean_error,val.dbh_loss_unweighted,val.xy_loss_weighted,val.dbh_loss_weighted,val.total_loss
4,1,1.3252530097961426,0.2337598204612732,2.0574259757995605,1.6759092807769775,0.3002147376537323,7.0867377190545495,7.041673183441162,1.3252530097961426,0.045063816010951996,7.041673183441162,0.045063816010951996,7.086737155914307,1.3563189506530762,0.2090151160955429,3.6495988368988037,2.3171753883361816,0.5215680003166199,18.751982015674397,18.688873291015625,1.3563189506530762,0.0631091445684433,18.688873291015625,0.0631091445684433,18.751981735229492
4,2,1.2630374431610107,0.16730588674545288,2.0319576263427734,1.6337859630584717,0.21405468881130219,6.821017741955104,6.798108100891113,1.2630374431610107,0.022909706458449364,6.798108100891113,0.022909706458449364,6.821017742156982,1.3101520538330078,0.12813501060009003,3.9485011100769043,1.7888514995574951,0.18847522139549255,18.807684258283196,18.790651321411133,1.3101520538330078,0.017032528296113014,18.790651321411133,0.017032528296113014,18.80768394470215
4,3,1.2425886392593384,0.15364380180835724,2.0447630882263184,1.5862809419631958,0.1979619562625885,6.716937065074042,6.697342395782471,1.2425886392593384,0.0195944681763649,6.697342395782471,0.0195944681763649,6.716937065124512,1.2369624376296997,0.10450810194015503,3.0893421173095703,2.386591911315918,0.17378617823123932,15.25382766016459,15.239856719970703,1.2369624376296997,0.013971411623060703,15.239856719970703,0.013971411623060703,15.253828048706055
4,4,1.2169842720031738,0.14117120206356049,2.049640655517578,1.56483793258667,0.1819055825471878,6.666290126040666,6.649745464324951,1.2169842720031738,0.016544820740818977,6.649745464324951,0.016544820740818977,6.666290283203125,1.161899447441101,0.12566283345222473,3.4886505603790283,1.6761889457702637,0.16312141716480255,14.993581518278283,14.980291366577148,1.161899447441101,0.013288990594446659,14.980291366577148,0.013288990594446659,14.99358081817627
4,5,1.2436736822128296,0.14159883558750153,2.039339065551758,1.5543878078460693,0.18123801052570343,6.591448917694762,6.575026035308838,1.2436736822128296,0.016423609107732773,6.575026035308838,0.016423609107732773,6.591449737548828,1.31145441532135,0.10814258456230164,3.6521661281585693,2.5638105869293213,0.14326119422912598,19.921705301333283,19.911441802978516,1.31145441532135,0.01026188489049673,19.911441802978516,0.01026188489049673,19.921703338623047
4,6,1.232759714126587,0.12802116572856903,2.006635904312134,1.6012829542160034,0.16449695825576782,6.60422457427821,6.590694904327393,1.232759714126587,0.013529624789953232,6.590694904327393,0.013529624789953232,6.604224681854248,1.2598700523376465,0.11906443536281586,3.4099795818328857,2.175480604171753,0.16602595150470734,16.374213467614126,16.36067771911621,1.2598700523376465,0.013534839265048504,16.36067771911621,0.013534839265048504,16.37421226501465
4,7,1.237757682800293,0.13162928819656372,2.0097744464874268,1.5417486429214478,0.16811075806617737,6.4303129371397585,6.416182041168213,1.237757682800293,0.014130613766610622,6.416182041168213,0.014130613766610622,6.430312633514404,1.2193145751953125,0.09849260002374649,3.170530080795288,1.6050312519073486,0.13295866549015045,12.637224045850463,12.628385543823242,1.2193145751953125,0.008837181143462658,12.628385543823242,0.008837181143462658,12.637222290039062
4,8,1.221520185470581,0.1184483990073204,1.9761145114898682,1.509050726890564,0.15344375371932983,6.194034003686541,6.1822614669799805,1.221520185470581,0.01177249290049076,6.1822614669799805,0.01177249290049076,6.194034099578857,1.4745513200759888,0.12257151305675507,3.8239235877990723,2.0094125270843506,0.17690740525722504,18.675461593724915,18.660131454467773,1.4745513200759888,0.015330079011619091,18.660131454467773,0.015330079011619091,18.675460815429688
4,9,1.2524008750915527,0.11461140215396881,1.9837687015533447,1.5453453063964844,0.1498587280511856,6.334659044365071,6.323430061340332,1.2524008750915527,0.011228819377720356,6.323430061340332,0.011228819377720356,6.334659099578857,1.27313232421875,0.10452910512685776,3.5460290908813477,2.1276419162750244,0.13203132152557373,17.109900529303793,17.10118293762207,1.27313232421875,0.00871613435447216,17.10118293762207,0.00871613435447216,17.109899520874023
4,10,1.247340440750122,0.10983612388372421,2.005220413208008,1.4884916543960571,0.14620086550712585,6.2472041028722884,6.236517429351807,1.247340440750122,0.010687346570193768,6.236517429351807,0.010687346570193768,6.247204780578613,1.24272620677948,0.09407851099967957,3.5482122898101807,1.948936939239502,0.13695965707302094,16.397515290470448,16.388168334960938,1.24272620677948,0.00934785045683384,16.388168334960938,0.00934785045683384,16.39751625061035
4,11,1.2662469148635864,0.10625948011875153,1.9943358898162842,1.5766971111297607,0.138532817363739,6.4729448819342155,6.463349342346191,1.2662469148635864,0.009595670737326145,6.463349342346191,0.009595670737326145,6.472945213317871,1.2882862091064453,0.12166343629360199,3.888096570968628,1.763975977897644,0.22118529677391052,18.25027311454385,18.22890853881836,1.2882862091064453,0.021366650238633156,18.22890853881836,0.021366650238633156,18.250274658203125
