fold,epoch,train.mae_xy_radial,train.mae_dbh,train.rmse_x,train.rmse_y,train.rmse_dbh,train.loss,train.xy_loss_unweighted,train.xy_mean_euclidean_error,train.dbh_loss_unweighted,train.xy_loss_weighted,train.dbh_loss_weighted,train.total_loss,val.mae_xy_radial,val.mae_dbh,val.rmse_x,val.rmse_y,val.rmse_dbh,val.loss,val.xy_loss_unweighted,val.xy_mean_euclidean_error,val.dbh_loss_unweighted,val.xy_loss_weighted,val.dbh_loss_weighted,val.total_loss
1,1,1.3587677478790283,0.3163335919380188,2.621551513671875,1.6920080184936523,0.4274744987487793,9.824783904536309,9.735424041748047,1.3587677478790283,0.089359812438488,9.735424041748047,0.089359812438488,9.824784278869629,1.2475714683532715,0.13393446803092957,1.7749029397964478,1.9737699031829834,0.21468868851661682,7.068590891563286,7.046048164367676,1.2475714683532715,0.022542886435985565,7.046048164367676,0.022542886435985565,7.068591117858887
1,2,1.277391791343689,0.1818457394838333,2.611299991607666,1.6504696607589722,0.2337731420993805,9.570261724917794,9.542937278747559,1.277391791343689,0.027324941009283066,9.542937278747559,0.027324941009283066,9.57026195526123,1.1369869709014893,0.13711926341056824,1.6231498718261719,2.020723342895508,0.16837389767169952,6.732114017615884,6.7179388999938965,1.1369869709014893,0.014174885116517544,6.7179388999938965,0.014174885116517544,6.732113838195801
1,3,1.2674719095230103,0.16139625012874603,2.5803003311157227,1.6249148845672607,0.2068318873643875,9.319686728650286,9.298297882080078,1.2674719095230103,0.021389715373516083,9.298297882080078,0.021389715373516083,9.319687843322754,1.1712747812271118,0.13406753540039062,1.7485198974609375,1.9859130382537842,0.1711016446352005,7.015809843903881,7.0011725425720215,1.1712747812271118,0.014637887477874756,7.0011725425720215,0.014637887477874756,7.015810489654541
1,4,1.2741854190826416,0.17093615233898163,2.622546911239624,1.6247382164001465,0.21677717566490173,9.54102272471566,9.517525672912598,1.2741854190826416,0.023496171459555626,9.517525672912598,0.023496171459555626,9.541022300720215,1.1990398168563843,0.13188739120960236,1.6884397268295288,2.006793737411499,0.2016201764345169,6.898103793192718,6.878049850463867,1.1990398168563843,0.02005450800061226,6.878049850463867,0.02005450800061226,6.898104190826416
1,5,1.2857123613357544,0.1553514301776886,2.5945723056793213,1.6296629905700684,0.19986818730831146,9.407581231838359,9.38760757446289,1.2857123613357544,0.019973644986748695,9.38760757446289,0.019973644986748695,9.407581329345703,1.1249864101409912,0.11066436767578125,1.678248643875122,1.9628678560256958,0.1417589634656906,6.679416868242167,6.669369220733643,1.1249864101409912,0.01004780177026987,6.669369220733643,0.01004780177026987,6.679417133331299
1,6,1.2555387020111084,0.1413516104221344,2.537025213241577,1.6292710304260254,0.1837974637746811,9.10791055718082,9.091020584106445,1.2555387020111084,0.0168907530605793,9.091020584106445,0.0168907530605793,9.107911109924316,1.0911763906478882,0.1196386069059372,1.5799555778503418,1.929414987564087,0.15454015135765076,6.2308426400362436,6.218901634216309,1.0911763906478882,0.011941328644752502,6.218901634216309,0.011941328644752502,6.2308430671691895
1,7,1.2519550323486328,0.1380656361579895,2.566760778427124,1.579651117324829,0.18265433609485626,9.100239774920393,9.083558082580566,1.2519550323486328,0.016681302338838577,9.083558082580566,0.016681302338838577,9.100239753723145,1.0494657754898071,0.12967686355113983,1.5768764019012451,1.928549885749817,0.16728223860263824,6.219836140083054,6.205843925476074,1.0494657754898071,0.013991672545671463,6.205843925476074,0.013991672545671463,6.2198357582092285
1,8,1.2879384756088257,0.13608308136463165,2.5355184078216553,1.5729411840438843,0.1735464632511139,8.918056225494043,8.902997016906738,1.2879384756088257,0.015059186145663261,8.902997016906738,0.015059186145663261,8.91805648803711,1.093847393989563,0.13143186271190643,1.567035436630249,1.9422410726547241,0.15734313428401947,6.240279042518745,6.227900505065918,1.093847393989563,0.012378430925309658,6.227900505065918,0.012378430925309658,6.240278720855713
1,9,1.3077220916748047,0.1355132758617401,2.52958607673645,1.6456578969955444,0.17337357997894287,9.122023864886602,9.10699462890625,1.3077220916748047,0.015029198490083218,9.10699462890625,0.015029198490083218,9.122023582458496,1.2608989477157593,0.12418708205223083,1.7719553709030151,1.9701151847839355,0.1602039635181427,7.03401222754333,7.02117919921875,1.2608989477157593,0.01283265557140112,7.02117919921875,0.01283265557140112,7.0340118408203125
1,10,1.27556312084198,0.13403548300266266,2.493687391281128,1.6192649602890015,0.17278426885604858,8.855423624009827,8.840497016906738,1.27556312084198,0.014927202835679054,8.840497016906738,0.014927202835679054,8.855423927307129,1.0911113023757935,0.11710712313652039,1.7016217708587646,1.959549069404602,0.15862157940864563,6.747929978774766,6.735349655151367,1.0911113023757935,0.012580402195453644,6.735349655151367,0.012580402195453644,6.74793004989624
