name,species,plot_id,dbh_cm,inv_height_m,pc_height_m,crown_area,n_points,ground_pct,z_p05,z_p50,z_p95,flag_ground,flag_dbh,flag_height,flag_crown,flag_height_mismatch
13_77,Beech,13.0,14.3,,7.17,3.57,7124,0.087,0.2300000000000182,5.210000000000036,6.819999999999936,False,False,False,False,False
13_78,Beech,13.0,51.9,29.88308271,7.99,0.66,25154,0.075,0.31999999999993634,3.7200000000000273,7.539999999999964,False,False,False,False,True
13_79,Beech,13.0,14.0,26.58214574,18.21,29.95,140647,0.007,4.990000000000009,12.07000000000005,17.030000000000086,False,False,False,False,True
13_8,Beech,13.0,12.4,25.42605083,21.69,35.44,159428,0.004,3.7999999999999545,13.840000000000032,17.879999999999995,False,False,False,False,False
13_80,Beech,13.0,48.1,29.11386551,30.19,92.05,645773,0.0,9.389999999999986,23.789999999999964,27.66999999999996,False,False,False,False,False
13_81,Douglas Fir,13.0,50.3,,35.49,65.11,831251,0.002,7.829999999999927,21.850000000000023,30.230000000000018,False,False,False,False,False
13_82,Silver Fir,13.0,7.0,28.39737019,6.85,780.91,1524967,0.026,0.5300000000000864,0.8500000000000227,1.580000000000041,False,False,False,True,True
13_83,Silver Fir,13.0,40.4,30.80686626,30.76,39.57,563735,0.002,9.740000000000009,18.230000000000018,25.43999999999994,False,False,False,False,False
13_84,Silver Fir,13.0,14.0,28.91443866,11.91,15.86,188540,0.004,3.769999999999982,8.409999999999968,10.840000000000032,False,False,False,False,True
13_85,Douglas Fir,13.0,28.6,,28.4,25.5,340384,0.003,11.25,20.710000000000036,24.769999999999982,False,False,False,False,False
13_86,Douglas Fir,13.0,47.1,30.45110936,33.8,56.95,574736,0.002,6.2999999999999545,21.539999999999964,29.199999999999932,False,False,False,False,False
13_87,Beech,13.0,24.2,27.83448736,27.84,28.11,174362,0.004,5.720000000000027,21.879999999999995,26.040000000000077,False,False,False,False,False
13_88,Beech,13.0,40.4,29.09936152,30.13,61.67,520938,0.002,10.959999999999923,23.75,27.199999999999932,False,False,False,False,False
13_89,Beech,13.0,4.8,28.49659497,10.33,12.76,19003,0.012,1.0199999999999818,5.779999999999973,9.419999999999959,False,False,False,False,True
13_9,Beech,13.0,6.5,,7.42,15.32,29100,0.005,1.4599999999999227,5.2999999999999545,6.659999999999968,False,False,False,False,False
13_90,Beech,13.0,41.4,30.06533209,29.88,91.7,580469,0.002,9.669999999999959,21.43999999999994,26.620000000000005,False,False,False,False,False
13_91,Beech,13.0,8.6,28.49659497,16.79,39.13,239503,0.005,2.7000000000000455,11.740000000000009,15.139999999999986,False,False,False,False,True
13_92,Beech,13.0,5.1,28.49659497,7.14,67.67,398423,0.51,0.10000000000002274,0.4900000000000091,4.909999999999968,True,False,False,False,True
13_93,Beech,13.0,27.1,28.29185892,10.77,6.02,25259,0.04,0.6000000000000227,5.600000000000023,10.230000000000018,False,False,False,False,True
13_94,Beech,13.0,39.2,28.37544615,28.39,65.4,356853,0.004,7.389999999999986,22.379999999999995,26.350000000000023,False,False,False,False,False
13_95,Beech,13.0,12.7,26.54740525,14.18,26.13,112256,0.004,1.5300000000000864,7.800000000000068,13.259999999999991,False,False,False,False,True
13_96,Beech,13.0,8.3,,21.78,37.43,144094,0.0,3.6800000000000637,10.009999999999991,14.180000000000064,False,False,False,False,False
13_97,Beech,13.0,30.9,,9.59,22.14,62592,0.004,0.9800000000000182,4.419999999999959,8.199999999999932,False,False,False,False,False
13_98,Beech,13.0,9.5,28.52181105,18.64,69.73,417028,0.003,6.419999999999959,14.389999999999986,17.050000000000068,False,False,False,False,True
13_99,Beech,13.0,44.2,28.64772482,10.17,0.85,21281,0.023,0.7400000000000091,6.080000000000041,9.720000000000027,False,False,False,False,True
14_1,Spruce,14.0,23.2,,24.52,23.45,274502,0.001,9.069999999999936,14.470000000000027,18.970000000000027,False,False,False,False,False
14_10,Beech,14.0,37.6,30.50378805,11.11,0.31,17469,0.048,0.5099999999999909,5.2999999999999545,10.480000000000018,False,False,False,False,True
14_100,Beech,14.0,7.0,30.91082785,18.98,64.48,436943,0.002,4.439999999999941,11.969999999999914,16.730000000000018,False,False,False,False,True
14_11,Beech,14.0,10.5,30.95109857,21.25,75.55,122155,0.001,3.480000000000018,14.459999999999923,19.519999999999982,False,False,False,False,True
14_12,Beech,14.0,8.8,30.28163816,12.03,81.38,603664,0.001,2.25,7.690000000000055,10.430000000000064,False,False,False,False,True
14_13,Beech,14.0,49.7,30.22484441,1.95,0.31,2914,0.421,0.12999999999999545,0.7300000000000182,1.6535000000000868,True,False,False,False,True
14_15,Beech,14.0,33.1,27.7640622,29.56,13.31,113932,0.004,17.620000000000005,25.720000000000027,28.260000000000105,False,False,False,False,False
14_16,Beech,14.0,36.6,30.7515084,31.01,68.47,625819,0.002,17.180000000000064,25.879999999999995,29.270000000000095,False,False,False,False,False
14_17,Beech,14.0,25.5,29.68629409,1.27,1.59,2036,0.298,0.07999999999992724,0.6699999999999591,1.0799999999999272,False,False,False,False,True
14_18,Beech,14.0,8.0,,7.25,11.23,21240,0.031,0.6700000000000728,3.5399999999999636,6.490000000000009,False,False,False,False,False
14_19,Beech,14.0,7.3,29.03611012,14.73,64.82,455521,0.002,2.0499999999999545,8.419999999999959,12.92999999999995,False,False,False,False,True
14_2,Spruce,14.0,53.2,31.38744834,31.52,40.29,426336,0.002,10.029999999999973,20.219999999999914,27.75,False,False,False,False,False
14_20,Beech,14.0,41.7,30.44210422,11.59,0.36,22958,0.042,0.5800000000000409,5.560000000000059,10.960000000000036,False,False,False,False,True
14_21,Beech,14.0,13.1,31.23297681,6.46,23.03,28450,0.025,0.8799999999999955,4.910000000000082,5.980000000000018,False,False,False,False,True
14_22,Spruce,14.0,38.2,32.05188591,32.16,45.07,520805,0.002,9.059999999999945,22.840000000000032,29.25,False,False,False,False,False
14_23,Beech,14.0,8.6,29.49153092,11.58,14.72,45180,0.004,1.759999999999991,5.985000000000014,10.420000000000073,False,False,False,False,True
14_24,Beech,14.0,22.6,31.60910581,18.66,147.12,903126,0.001,4.2999999999999545,11.120000000000005,15.789999999999964,False,False,False,False,True
14_25,Beech,14.0,35.7,29.38469775,28.7,60.43,383491,0.003,9.650000000000091,21.6400000000001,26.690000000000055,False,False,False,False,False
14_26,Beech,14.0,8.6,29.69262838,30.98,48.86,231659,0.004,9.730000000000018,21.31000000000006,27.690000000000055,False,False,False,False,False
14_27,Beech,14.0,15.0,29.73138912,24.33,36.74,142991,0.003,4.990000000000009,14.329999999999927,18.25,False,False,False,False,True
14_28,Beech,14.0,11.8,29.04911886,4.56,11.63,77437,0.468,0.18999999999994088,0.5299999999999727,3.0,True,False,False,False,True
14_29,Spruce,14.0,39.8,31.44862229,31.97,33.35,585007,0.002,14.110000000000014,22.449999999999932,28.480000000000018,False,False,False,False,False
14_3,Beech,14.0,46.5,29.7217359,4.16,0.18,2899,0.152,0.2399999999998954,1.1599999999999682,3.4799999999999045,False,False,False,False,True
14_30,Beech,14.0,14.3,27.70785326,21.76,18.72,91521,0.004,2.4500000000000455,13.360000000000014,19.809999999999945,False,False,False,False,True
14_31,Beech,14.0,8.3,,21.05,26.53,102856,0.005,1.7899999999999636,12.159999999999968,18.75,False,False,False,False,False
14_32,Beech,14.0,11.8,27.15111851,6.76,351.0,110998,0.008,1.150000000000091,2.740000000000009,5.1400000000001,False,False,False,True,True
14_33,Spruce,14.0,14.6,,1.46,19.9,24372,0.684,0.12000000000000455,0.33999999999991815,0.7099999999999227,True,False,False,False,False
14_34,Larch,14.0,49.7,,32.05,73.49,981530,0.001,16.039999999999964,23.200000000000045,28.710000000000036,False,False,False,False,False
14_35,Beech,14.0,13.7,,2.92,205.95,358967,0.132,0.31999999999993634,0.8899999999999864,1.3799999999999955,False,False,False,True,False
14_36,Beech,14.0,21.6,29.14407743,3.39,182.32,90864,0.014,1.1399999999999864,2.230000000000018,2.668499999999987,False,False,False,False,True
14_37,Beech,14.0,8.6,28.30150395,24.74,59.35,237802,0.003,8.360000000000014,18.6400000000001,22.020000000000095,False,False,False,False,False
14_38,Beech,14.0,37.2,28.61186799,30.0,91.52,359157,0.002,11.42999999999995,22.5,27.66999999999996,False,False,False,False,False
14_39,Beech,14.0,8.3,29.38219471,8.55,7.77,15258,0.002,2.060000000000059,4.899999999999977,7.6299999999999955,False,False,False,False,True
14_4,Beech,14.0,15.9,30.94858535,21.71,78.64,333537,0.001,3.169999999999959,12.779999999999973,19.08000000000004,False,False,False,False,True
14_40,Beech,14.0,50.9,29.89022816,30.14,108.72,562060,0.001,12.079999999999927,21.720000000000027,27.25,False,False,False,False,False
14_41,Oak,14.0,34.7,26.2239733,26.52,38.58,154647,0.004,5.619999999999891,21.709999999999923,25.469999999999914,False,False,False,False,False
14_42,Beech,14.0,11.8,26.39986631,18.12,21.38,37418,0.001,6.819999999999936,10.220000000000027,15.110000000000014,False,False,False,False,True
14_43,Spruce,14.0,15.9,26.85088735,23.18,35.73,144041,0.002,3.5699999999999363,14.68999999999994,18.879999999999995,False,False,False,False,False
14_44,Beech,14.0,12.1,26.02539322,2.34,0.13,1015,0.22,0.17000000000007276,1.1299999999999955,2.1130000000000106,False,False,False,False,True
14_45,Beech,14.0,12.4,26.42545489,21.95,23.09,43405,0.005,2.019999999999982,10.899999999999977,18.49799999999996,False,False,False,False,False
14_46,Beech,14.0,14.0,29.06896476,19.54,31.7,57434,0.008,4.050000000000068,13.590000000000032,18.74000000000001,False,False,False,False,True
14_47,Beech,14.0,21.6,26.51034316,25.82,43.87,182973,0.004,8.120000000000005,17.24000000000001,23.18999999999994,False,False,False,False,False
14_48,Beech,14.0,33.1,27.18905263,4.21,477.81,157597,0.01,1.17999999999995,2.419999999999959,3.1499999999999773,False,False,False,True,True
14_49,Beech,14.0,11.8,26.54030526,30.12,46.72,215930,0.005,7.460000000000036,21.92999999999995,26.069999999999936,False,False,False,False,False
14_5,Beech,14.0,8.3,,14.01,20.77,98702,0.001,2.0400000000000773,7.3700000000000045,12.270000000000095,False,False,False,False,False
14_50,Beech,14.0,7.3,28.90578421,23.98,21.05,33799,0.0,6.039999999999964,10.029999999999973,20.110000000000014,False,False,False,False,False
14_51,Beech,14.0,8.6,27.90781392,3.31,66.68,113106,0.137,0.18999999999994088,0.9599999999999227,1.3699999999998909,False,False,False,False,True
14_52,Spruce,14.0,51.6,33.35660688,33.96,57.61,682357,0.002,12.279999999999973,22.889999999999986,30.00999999999999,False,False,False,False,False
14_53,Beech,14.0,15.3,30.7121298,21.32,47.21,170714,0.001,8.019999999999982,17.159999999999968,20.649999999999977,False,False,False,False,True
14_54,Beech,14.0,54.7,30.71883677,16.89,38.79,76416,0.021,1.1899999999999409,11.909999999999968,15.350000000000023,False,False,False,False,True
14_55,Spruce,14.0,46.8,32.09527222,14.52,6.8,42880,0.026,0.8100000000000591,8.440000000000055,13.899999999999977,False,False,False,False,True
14_56,Beech,14.0,8.3,27.03867707,18.78,29.14,458978,0.003,2.5200000000000955,9.650000000000091,16.100000000000023,False,False,False,False,True
14_57,Beech,14.0,36.6,29.339461,31.61,63.5,403633,0.0,8.93999999999994,25.069999999999936,29.889999999999986,False,False,False,False,False
14_58,Beech,14.0,13.4,28.43907696,26.21,41.44,141943,0.004,3.9200000000000728,12.030000000000086,24.06000000000006,False,False,False,False,False
14_59,Beech,14.0,13.4,27.96089947,20.49,20.78,92735,0.014,2.2100000000000364,13.590000000000032,18.160000000000082,False,False,False,False,True
14_6,Beech,14.0,44.6,32.77581475,33.08,39.19,450586,0.003,8.699999999999932,23.089999999999918,29.789999999999964,False,False,False,False,False
14_60,Beech,14.0,15.3,28.12046429,18.35,64.41,625408,0.002,5.57000000000005,12.470000000000027,15.82000000000005,False,False,False,False,True
14_61,Beech,14.0,43.6,30.53200914,12.58,0.24,29648,0.044,0.5599999999999454,5.860000000000014,11.799999999999955,False,False,False,False,True
14_62,Beech,14.0,9.5,28.90114064,21.26,23.86,59910,0.007,1.3600000000000136,7.420000000000073,14.370000000000005,False,False,False,False,True
14_63,Beech,14.0,32.1,29.21061557,29.63,42.8,344508,0.003,8.509999999999991,24.389999999999986,28.339999999999918,False,False,False,False,False
14_65,Beech,14.0,14.3,30.31237549,19.59,10.04,55448,0.009,1.9335000000000642,7.480000000000018,18.180000000000064,False,False,False,False,True
14_66,Beech,14.0,18.1,29.24469662,24.75,42.39,206340,0.003,2.6200000000000045,15.209999999999923,23.079999999999927,False,False,False,False,False
14_67,Beech,14.0,42.7,29.52831444,13.42,0.33,33363,0.051,0.4900000000000091,6.2299999999999045,12.75,False,False,False,False,True
14_68,Beech,14.0,9.5,,17.35,62.26,462410,0.003,4.830000000000041,11.899999999999977,15.379999999999995,False,False,False,False,False
14_69,Beech,14.0,8.0,27.56930853,2.49,135.43,260166,0.16,0.3300000000000409,0.8000000000000682,1.2200000000000273,False,False,False,False,True
14_7,Spruce,14.0,52.2,31.99008954,32.52,48.3,755224,0.001,11.8599999999999,21.569999999999936,29.059999999999945,False,False,False,False,False
14_70,Beech,14.0,27.7,27.4444522,18.59,100.78,740506,0.001,3.5,10.490000000000009,15.129999999999995,False,False,False,False,True
14_71,Beech,14.0,36.6,29.25550672,29.51,45.25,324003,0.003,8.639999999999986,23.469999999999914,27.739999999999895,False,False,False,False,False
14_72,Beech,14.0,13.4,27.80647648,6.64,2.79,6151,0.05,0.4900000000000091,3.730000000000018,6.269999999999982,False,False,False,False,True
14_73,Beech,14.0,7.6,30.25573427,15.24,26.31,94787,0.004,1.6399999999999864,7.889999999999986,13.07000000000005,False,False,False,False,True
14_74,Beech,14.0,33.4,28.18657632,28.25,37.94,175988,0.005,5.003500000000001,22.269999999999982,26.09999999999991,False,False,False,False,False
14_75,Beech,14.0,9.9,,4.62,653.25,578303,0.004,1.3099999999999454,3.0399999999999636,4.009999999999991,False,False,False,True,False
14_76,Beech,14.0,49.7,,30.06,84.88,572689,0.002,12.430000000000064,24.180000000000064,28.040000000000077,False,False,False,False,False
14_77,Beech,14.0,39.2,29.12707772,29.68,86.08,339507,0.003,6.5,23.600000000000023,27.600000000000023,False,False,False,False,False
14_78,Beech,14.0,15.9,,19.89,23.13,100323,0.007,2.310000000000059,10.81000000000006,18.220000000000027,False,False,False,False,False
14_79,Beech,14.0,46.2,29.71948563,29.96,61.85,347599,0.004,7.029999999999973,24.460000000000036,28.529999999999973,False,False,False,False,False
14_8,Beech,14.0,13.1,29.8839698,12.4,35.45,186396,0.002,2.2600000000001046,7.0,9.830000000000041,False,False,False,False,True
14_80,Beech,14.0,18.1,28.90561545,23.08,15.41,91071,0.009,3.6299999999999955,16.579999999999927,21.34999999999991,False,False,False,False,True
14_81,Beech,14.0,9.9,,13.29,11.38,32236,0.013,1.7799999999999727,8.339999999999918,12.0,False,False,False,False,False
14_82,Beech,14.0,32.5,,30.39,32.27,178283,0.006,6.139999999999986,24.789999999999964,27.92999999999995,False,False,False,False,False
14_83,Beech,14.0,12.1,,15.64,17.22,55866,0.005,1.82000000000005,8.480000000000018,14.92999999999995,False,False,False,False,False
14_84,Beech,14.0,36.0,,11.88,0.73,25005,0.058,0.43000000000006366,5.170000000000073,11.009999999999991,False,False,False,False,False
14_85,Beech,14.0,10.5,,19.35,41.67,175075,0.006,3.8199999999999363,12.289999999999964,17.470000000000027,False,False,False,False,False
14_86,Beech,14.0,47.1,,13.41,2.65,34198,0.035,0.6599999999999682,6.539999999999964,12.480000000000018,False,False,False,False,False
14_87,Beech,14.0,39.5,30.22440536,30.6,71.21,392179,0.005,7.850000000000023,24.620000000000005,28.83000000000004,False,False,False,False,False
14_88,Beech,14.0,8.0,31.3051198,11.31,8.56,20803,0.014,1.2000000000000455,3.6100000000000136,9.949000000000025,False,False,False,False,True
14_89,Beech,14.0,10.5,29.94394978,3.32,341.19,535690,0.192,0.2699999999999818,0.8400000000000318,1.5699999999999363,False,False,False,True,True
14_9,Beech,14.0,8.3,,20.16,30.35,155111,0.005,2.4599999999999227,10.230000000000018,17.539999999999964,False,False,False,False,False
14_90,Beech,14.0,38.5,29.71296842,29.73,56.98,391969,0.003,8.649999999999977,24.950000000000045,28.5,False,False,False,False,False
14_91,Beech,14.0,11.5,29.37168884,16.76,5.26,14531,0.002,1.6100000000000136,4.539999999999964,15.710000000000036,False,False,False,False,True
14_92,Beech,14.0,33.1,30.22912117,30.99,39.56,268909,0.0,8.289999999999964,26.379999999999995,29.50999999999999,False,False,False,False,False
14_93,Beech,14.0,9.5,28.40307746,14.17,17.41,58318,0.006,2.0699999999999363,8.559999999999945,13.089999999999918,False,False,False,False,True
14_94,Beech,14.0,30.2,29.36839439,27.81,33.19,291208,0.007,2.060000000000059,21.120000000000005,26.230000000000018,False,False,False,False,False
14_95,Beech,14.0,31.5,,27.9,42.38,465892,0.004,8.819999999999936,22.67999999999995,26.43999999999994,False,False,False,False,False
14_96,Beech,14.0,40.7,,12.54,0.26,30276,0.046,0.5300000000000864,5.850000000000023,11.850000000000023,False,False,False,False,False
14_97,Beech,14.0,6.7,30.70922368,19.15,53.75,419008,0.002,6.269999999999982,13.220000000000027,17.220000000000027,False,False,False,False,True
14_98,Beech,14.0,22.3,30.44339835,30.48,64.64,267948,0.003,4.289999999999964,19.209999999999923,25.850000000000023,False,False,False,False,False
14_99,Beech,14.0,43.6,30.74512606,31.15,68.94,547663,0.003,10.67999999999995,24.389999999999986,28.960000000000036,False,False,False,False,False
15_1,Beech,15.0,16.2,,26.86,50.51,37440,0.004,2.32000000000005,10.889999999999986,17.399999999999977,False,False,False,False,False
15_10,Beech,15.0,6.4,27.29831613,9.98,5.45,3558,0.007,1.0399999999999636,5.214999999999918,8.831499999999922,False,False,False,False,True
15_11,Beech,15.0,11.1,27.29831613,13.3,16.68,12111,0.007,1.6900000000000546,7.590000000000032,11.75,False,False,False,False,True
15_12,Beech,15.0,11.5,26.40497501,11.29,15.99,6124,0.001,1.6815000000000626,6.040000000000077,8.020000000000095,False,False,False,False,True
15_13,Beech,15.0,22.6,26.03210026,25.01,43.56,20948,0.007,2.6000000000000227,12.959999999999923,20.379999999999995,False,False,False,False,False
15_14,Beech,15.0,18.1,25.75961549,18.97,18.35,19294,0.007,2.409999999999968,11.289999999999964,16.769999999999982,False,False,False,False,True
15_15,Beech,15.0,10.5,25.0926546,3.0,1.75,621,0.198,0.13999999999998636,1.5900000000000318,2.5399999999999636,False,False,False,False,True
15_16,Beech,15.0,9.2,26.02694299,17.44,14.05,6203,0.011,1.3209999999999356,5.579999999999927,9.039999999999964,False,False,False,False,True
15_17,Beech,15.0,42.7,27.62952593,27.36,71.97,65448,0.008,3.240000000000009,16.42999999999995,24.42999999999995,False,False,False,False,False
15_18,Beech,15.0,10.5,25.12928785,13.53,13.13,9395,0.017,1.4600000000000364,6.580000000000041,9.920000000000073,False,False,False,False,True
15_19,Beech,15.0,7.6,,9.28,15.04,6807,0.012,0.8899999999999864,3.090000000000032,7.340000000000032,False,False,False,False,False
15_2,Beech,15.0,11.5,27.98280628,8.13,11.38,7739,0.014,1.0699999999999363,3.9700000000000273,7.509999999999991,False,False,False,False,True
15_20,Beech,15.0,26.7,,9.0,0.29,5278,0.035,0.7200000000000273,4.05499999999995,7.991500000000004,False,False,False,False,False
15_21,Beech,15.0,8.3,23.38805864,11.0,10.83,10877,0.01,1.1599999999999682,6.599999999999909,9.459999999999923,False,False,False,False,True
15_22,Beech,15.0,33.4,28.05868432,27.53,45.4,41197,0.01,2.519999999999982,16.909999999999968,24.289999999999964,False,False,False,False,False
15_23,Beech,15.0,8.9,23.38805864,3.98,3.06,1892,0.104,0.2700000000000955,1.490000000000009,3.150000000000091,False,False,False,False,True
15_24,Beech,15.0,11.8,26.43306003,14.03,28.47,57054,0.008,1.6299999999999955,6.92999999999995,11.120000000000005,False,False,False,False,True
15_25,Beech,15.0,32.1,27.29270227,26.69,46.52,61457,0.008,6.910000000000082,18.530000000000086,23.620000000000005,False,False,False,False,False
15_26,Beech,15.0,7.0,,7.23,19.68,21063,0.018,0.9900000000000091,3.759999999999991,6.6299999999999955,False,False,False,False,False
15_27,Beech,15.0,15.9,26.45651474,17.6,37.35,29824,0.007,3.081499999999927,11.1099999999999,16.41999999999996,False,False,False,False,True
15_28,Beech,15.0,46.2,29.48838384,29.5,33.26,146522,0.004,5.899999999999977,20.379999999999995,26.24000000000001,False,False,False,False,False
15_29,Spruce,15.0,13.1,26.78700191,15.45,26.98,33169,0.006,1.3600000000000136,8.809999999999945,13.75599999999998,False,False,False,False,True
15_3,Beech,15.0,38.8,28.11696406,28.43,80.64,74290,0.004,3.4500000000000455,14.549999999999955,23.870000000000005,False,False,False,False,False
15_30,Beech,15.0,37.2,28.65762907,28.08,64.32,107582,0.004,4.480000000000018,19.24000000000001,24.660000000000082,False,False,False,False,False
15_31,Beech,15.0,11.8,,12.48,16.02,15541,0.006,1.3599999999999,6.92999999999995,10.659999999999968,False,False,False,False,False
15_32,Larch,15.0,41.1,,3.18,2.07,1615,0.165,0.28700000000004594,1.1800000000000637,3.090000000000032,False,False,False,False,False
15_33,Beech,15.0,6.4,,6.63,705.56,104416,0.013,1.080000000000041,2.1700000000000728,4.190000000000055,False,False,False,True,False
15_34,Beech,15.0,10.2,,19.49,29.11,60615,0.004,2.2799999999999727,9.940000000000055,15.409999999999968,False,False,False,False,False
15_35,Beech,15.0,7.0,29.0518862,11.93,10.91,9025,0.002,1.7799999999999727,6.089999999999918,11.269999999999982,False,False,False,False,True
15_36,Beech,15.0,15.6,24.22584604,5.18,688.22,33226,0.027,0.7000000000000455,2.3600000000000136,4.090000000000032,False,False,False,True,True
15_37,Beech,15.0,10.8,27.7302729,28.48,36.32,136537,0.0,7.100000000000023,18.139999999999986,24.590000000000032,False,False,False,False,False
15_38,Spruce,15.0,48.1,29.81383385,5.81,8.1,7824,0.076,0.33999999999991815,2.909999999999968,5.468499999999909,False,False,False,False,True
15_39,Beech,15.0,37.2,,27.84,41.75,39223,0.008,2.57000000000005,18.350000000000023,25.500000000000114,False,False,False,False,False
15_4,Beech,15.0,6.7,27.52509343,6.38,8.68,6330,0.015,1.009999999999991,2.2200000000000273,5.710000000000036,False,False,False,False,True
15_40,Beech,15.0,9.9,,10.75,16.1,1739,0.031,0.5589999999999464,5.75,9.600000000000023,False,False,False,False,False
15_41,Beech,15.0,11.1,26.41489212,15.07,25.38,18709,0.008,1.4400000000000546,7.230000000000018,13.180000000000064,False,False,False,False,True
15_42,Beech,15.0,18.8,,22.21,30.94,20943,0.009,1.419999999999959,10.779999999999973,19.110000000000014,False,False,False,False,False
15_43,Beech,15.0,6.4,,8.59,4.03,3583,0.065,0.4399999999999409,3.909999999999968,7.398999999999974,False,False,False,False,False
15_44,Larch,15.0,53.8,29.84540368,31.86,40.97,77432,0.007,3.199999999999932,19.49000000000001,27.329999999999927,False,False,False,False,False
15_45,Beech,15.0,9.2,25.70132246,12.19,16.01,9298,0.015,1.2099999999999227,4.7999999999999545,9.409999999999968,False,False,False,False,True
15_47,Beech,15.0,36.3,28.13706182,25.0,51.21,24978,0.009,1.8900000000001,15.865000000000009,22.65000000000009,False,False,False,False,False
15_48,Beech,15.0,19.1,25.67550572,24.05,31.89,10627,0.01,1.5900000000000318,12.980000000000018,21.87699999999999,False,False,False,False,False
15_49,Oak,15.0,51.9,26.78215867,26.49,57.9,31683,0.008,2.441000000000055,16.629999999999995,23.860000000000014,False,False,False,False,False
15_5,Beech,15.0,17.5,25.95307213,4.66,3.85,2473,0.084,0.34000000000003183,2.4600000000000364,4.019999999999982,False,False,False,False,True
15_50,Beech,15.0,14.3,25.68541302,25.54,51.01,11752,0.007,2.3455000000000275,10.490000000000009,22.01450000000009,False,False,False,False,False
15_51,Beech,15.0,12.4,27.18281543,13.82,23.18,5500,0.012,1.1899999999999409,6.819999999999936,12.149999999999977,False,False,False,False,True
15_52,Beech,15.0,26.7,26.61737659,26.15,32.18,16460,0.009,1.75,12.92999999999995,21.569999999999936,False,False,False,False,False
15_53,Beech,15.0,29.6,27.67717109,27.03,32.35,22729,0.014,1.7999999999999545,15.089999999999918,24.065999999999924,False,False,False,False,False
15_54,Beech,15.0,11.8,25.70557148,14.87,30.42,21017,0.004,2.740000000000009,8.259999999999991,12.389999999999986,False,False,False,False,True
15_55,Beech,15.0,11.8,26.87250342,12.95,28.44,5078,0.05,0.5,6.1749999999999545,11.309999999999945,False,False,False,False,True
15_56,Beech,15.0,41.4,27.45278195,27.1,79.51,42261,0.004,3.4300000000000637,17.25999999999999,24.710000000000036,False,False,False,False,False
15_57,Beech,15.0,8.3,26.81620847,9.29,12.8,7029,0.011,1.2200000000000273,4.519999999999982,8.759999999999991,False,False,False,False,True
15_58,Beech,15.0,9.9,28.4955504,12.83,18.77,10021,0.005,1.7300000000000182,5.860000000000014,10.669999999999959,False,False,False,False,True
15_59,Beech,15.0,37.9,27.85313024,28.52,54.58,31231,0.007,2.2799999999999727,15.629999999999995,23.460000000000036,False,False,False,False,False
15_6,Beech,15.0,38.8,27.54687932,27.9,71.39,72057,0.007,3.5880000000000356,16.409999999999968,25.5,False,False,False,False,False
15_60,Beech,15.0,32.1,26.64650348,1.42,3.3,873,0.36,0.09000000000003183,0.6100000000000136,1.0499999999999545,True,False,False,False,True
15_61,Beech,15.0,34.1,28.72789618,27.3,42.48,34478,0.01,2.1299999999999955,18.360000000000014,23.719999999999914,False,False,False,False,False
15_62,Beech,15.0,31.2,26.95107969,3.31,8.86,4448,0.322,0.13999999999998636,2.419999999999959,2.980000000000018,True,False,False,False,True
15_63,Beech,15.0,32.8,25.67684447,25.66,51.51,80573,0.003,4.0499999999999545,18.75,24.09999999999991,False,False,False,False,False
15_64,Beech,15.0,15.6,25.03905417,15.55,33.24,14765,0.015,1.4800000000000182,9.18999999999994,14.419999999999959,False,False,False,False,True
15_65,Spruce,15.0,58.9,31.78894267,32.01,28.99,176208,0.003,6.759999999999991,21.24000000000001,27.49000000000001,False,False,False,False,False
15_7,Beech,15.0,8.9,25.85967564,9.58,8.3,6014,0.014,1.1665000000000763,4.730000000000018,8.530000000000086,False,False,False,False,True
15_8,Oak,15.0,43.9,27.41799273,28.31,42.09,36471,0.007,2.2100000000000364,14.480000000000018,23.870000000000005,False,False,False,False,False
15_9,Beech,15.0,10.2,26.62888806,12.41,7.87,5713,0.023,1.0960000000000265,7.759999999999991,11.444000000000047,False,False,False,False,True
16_1,Beech,16.0,18.1,28.20742017,28.39,56.1,145510,0.002,2.659999999999968,18.24000000000001,26.25,False,False,False,False,False
16_10,Spruce,16.0,53.2,,10.01,2.03,18208,0.052,0.4800000000000182,4.960000000000036,9.300000000000068,False,False,False,False,False
16_11,Beech,16.0,13.7,,20.65,37.13,83343,0.003,2.3500000000000227,13.990000000000009,19.368999999999946,False,False,False,False,False
16_12,Beech,16.0,8.8,26.9238594,14.17,13.19,25568,0.007,1.5499999999999545,6.4500000000000455,13.120000000000005,False,False,False,False,True
16_13,Beech,16.0,5.9,27.71156876,7.7,9.79,10062,0.013,1.6299999999999955,4.210000000000036,7.289999999999964,False,False,False,False,True
16_14,Beech,16.0,37.9,29.16109446,28.73,50.42,168201,0.006,5.689999999999941,20.059999999999945,26.269999999999982,False,False,False,False,False
16_15,Beech,16.0,8.4,29.34134988,23.3,40.63,342244,0.002,4.680000000000064,13.06000000000006,19.50999999999999,False,False,False,False,True
16_16,Beech,16.0,10.7,28.88354668,19.93,35.16,37610,0.004,2.009999999999991,9.409999999999968,14.730000000000018,False,False,False,False,True
16_17,Beech,16.0,10.5,27.74561257,10.07,6.39,15023,0.01,1.4099999999999682,5.360000000000014,8.839999999999918,False,False,False,False,True
16_18,Beech,16.0,32.8,28.07680376,29.67,63.29,109448,0.002,6.899999999999977,18.399999999999977,26.019999999999982,False,False,False,False,False
