TreeID,Species,URL,X,Y,Z,uuid,loop
5346670,0.0763943726841098,https://dt.unr.uni-freiburg.de/ecosense/16_27,416700.676343,5346611.668629,0.089127,uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[1],uuid:e209a154-c01c-4534-b144-cfa7d7713b22/loop[1]
