fold,epoch,train.mae_xy_radial,train.mae_dbh,train.rmse_x,train.rmse_y,train.rmse_dbh,train.xy_loss_unweighted,train.xy_mean_euclidean_error,train.dbh_loss_unweighted,train.xy_loss_weighted,train.dbh_loss_weighted,train.total_loss,train.loss,val.mae_xy_radial,val.mae_dbh,val.rmse_x,val.rmse_y,val.rmse_dbh,val.xy_loss_unweighted,val.xy_mean_euclidean_error,val.dbh_loss_unweighted,val.xy_loss_weighted,val.dbh_loss_weighted,val.total_loss,val.loss
0,1,1.3211086988449097,0.23111432790756226,2.543987512588501,1.6880172491073608,0.33968663215637207,9.321274757385254,1.3211086988449097,0.05428047850728035,9.321274757385254,0.05428047850728035,9.375555038452148,9.375554994809425,1.3015751838684082,0.2607863247394562,2.723949432373047,1.3774731159210205,0.3045786917209625,9.317331314086914,1.3015751838684082,0.04638088867068291,9.317331314086914,0.04638088867068291,9.363712310791016,9.363713264465332
0,2,1.2632074356079102,0.16677342355251312,2.420586109161377,1.833013653755188,0.23088958859443665,9.219175338745117,1.2632074356079102,0.02658485434949398,9.219175338745117,0.02658485434949398,9.245759963989258,9.245760390718104,1.2478786706924438,0.11135490238666534,2.511232614517212,1.3258483409881592,0.16390486061573029,8.064163208007812,1.2478786706924438,0.013432401232421398,8.064163208007812,0.013432401232421398,8.077595710754395,8.077595195254764
0,3,1.2310059070587158,0.15556347370147705,2.4145846366882324,1.7082979679107666,0.216860830783844,8.74850082397461,1.2310059070587158,0.0235007144510746,8.74850082397461,0.0235007144510746,8.772001266479492,8.772001695632934,1.3205735683441162,0.14745764434337616,2.571589946746826,1.7616376876831055,0.21362732350826263,9.716443061828613,1.3205735683441162,0.02254352532327175,9.716443061828613,0.02254352532327175,9.73898696899414,9.7389866081444
0,4,1.262595295906067,0.16067001223564148,2.476260185241699,1.749624490737915,0.22048094868659973,9.193050384521484,1.262595295906067,0.02409479208290577,9.193050384521484,0.02409479208290577,9.217144966125488,9.217144713159335,1.3867107629776,0.10149961709976196,2.442781925201416,1.7833245992660522,0.14099842309951782,9.147429466247559,1.3867107629776,0.009940278716385365,9.147429466247559,0.009940278716385365,9.157369613647461,9.15737112148388
0,5,1.269763469696045,0.14585717022418976,2.4474375247955322,1.8138614892959595,0.19153963029384613,9.280043601989746,1.269763469696045,0.018343713134527206,9.280043601989746,0.018343713134527206,9.29838752746582,9.298386908385714,1.4825413227081299,0.10103956609964371,2.358304500579834,1.66639244556427,0.12815935909748077,8.33846378326416,1.4825413227081299,0.008212410844862461,8.33846378326416,0.008212410844862461,8.346675872802734,8.346676291646185
0,6,1.2323846817016602,0.1461944282054901,2.416368007659912,1.8076467514038086,0.1999966949224472,9.10642147064209,1.2323846817016602,0.019860953092575073,9.10642147064209,0.019860953092575073,9.126282691955566,9.126282691147368,1.3041396141052246,0.1073448657989502,2.8792929649353027,1.459113359451294,0.13076099753379822,10.419339179992676,1.3041396141052246,0.00854921992868185,10.419339179992676,0.00854921992868185,10.427888870239258,10.427889340632671
0,7,1.2746663093566895,0.13010486960411072,2.4248650074005127,1.8004415035247803,0.17063795030117035,9.121560096740723,1.2746663093566895,0.014557515271008015,9.121560096740723,0.014557515271008015,9.136117935180664,9.136117641804582,1.2899649143218994,0.14502674341201782,2.326152801513672,1.5013378858566284,0.19035494327545166,7.66500186920166,1.2899649143218994,0.018117502331733704,7.66500186920166,0.018117502331733704,7.683119297027588,7.6831198383022
0,8,1.2111618518829346,0.13108523190021515,2.4604876041412354,1.7617729902267456,0.17173069715499878,9.157842636108398,1.2111618518829346,0.014744994230568409,9.157842636108398,0.014744994230568409,9.172587394714355,9.172588124517667,1.2461252212524414,0.1053839772939682,2.5701935291290283,1.428007960319519,0.14522361755371094,8.645101547241211,1.2461252212524414,0.010544950142502785,8.645101547241211,0.010544950142502785,8.655646324157715,8.655647335825739
0,9,1.167958378791809,0.11520962417125702,2.419560194015503,1.7439976930618286,0.1560050994157791,8.895798683166504,1.167958378791809,0.012167665176093578,8.895798683166504,0.012167665176093578,8.907966613769531,8.907966402021506,1.1791174411773682,0.1007252112030983,2.441826581954956,1.247557520866394,0.1456238031387329,7.518917560577393,1.1791174411773682,0.010603145696222782,7.518917560577393,0.010603145696222782,7.529520511627197,7.529520408527271
0,10,1.1907902956008911,0.11619110405445099,2.441553831100464,1.6264910697937012,0.14965462684631348,8.606657981872559,1.1907902956008911,0.01119825430214405,8.606657981872559,0.01119825430214405,8.6178560256958,8.617856070954922,1.3382210731506348,0.10997127741575241,2.705308675765991,1.7023870944976807,0.14139792323112488,10.216816902160645,1.3382210731506348,0.009996687062084675,10.216816902160645,0.009996687062084675,10.226813316345215,10.226813702969938
